EVTNAME19356;A war to end all wars;x
EVTDESC19356;It has become increasingly clear that we have entered a new era of unprecedented warfare. The conflicts of our time are no longer mere local issues, but instead reach every corner of the world. Considering the ever increasing stakes and the terrifying impact of these hostilities on the nations involved, there is no longer any need for restrain.\n\n From now on a great war will allow a side that is clearly winning the ability to add even more wargoals;x
EVTOPTA19356;Gentlemen, all I ask for is war, a war so grand as to make Hell itself tremble;x
EVTDESC19356_NEWS_LONG;It has become increasingly clear that we have entered a new era of unprecedented warfare. The conflicts of our time are no longer mere local issues, but instead reach every corner of the world. Considering the ever increasing stakes and the terrifying impact of these hostilities on the nations involved, there is no longer any need for restrain.;x
EVTDESC19356_NEWS_MEDIUM;It has become increasingly clear that we have entered a new era of unprecedented warfare. The conflicts of our time are no longer mere local issues, but instead reach every corner of the world. Considering the ever increasing stakes and the terrifying impact of these hostilities on the nations involved, there is no longer any need for restrain.;x
EVTDESC19356_NEWS_SHORT;It has become increasingly clear that we have entered a new era of unprecedented warfare.;x
ASSIMILATE_EFFECT;Assimilate all Pops in state\n;x
WORLD_WARS_ENABLE_DESC;Great wars can now become World wars;x
WORLD_WARS_ENABLED_DESC;World wars are enabled;x
WORLD_WARS_DISABLED_DESC;World wars are NOT enabled;x
SM_WINDOW;Режим экрана;x
SM_WINDOWED;В окне;x
SM_FULLSCREEN;На весь экран;x
SM_BORDERLESS;В окне без рамки;x
IGNORE_DECISION_ON;This decision is set to NOT notify the player when it is available to be taken.\n\n§GClick to change notification status.§!;x
IGNORE_DECISION_OFF;This decision is set to notify the player when it is available to be taken.\n\n§GClick to change notification status.§!;x
SPLITINHALF;Разделить пополам;x
SPLITINHALF_DRO;Разделит выбранный юнит на два приблизительно равных юнита с выбором большего по размеру.;x
